puzzle,answer,player_model,accessibility_system,runs,mean_score,median_score,gold_rate,silver_rate,bronze_rate,hexalink_rate,mean_played_word_familiarity,rare_word_dependency,mean_known_moves,mean_noticed_moves,gold_games,mean_gold_word_familiarity,median_gold_word_familiarity,least_familiar_word,gold_familiar_only_50,gold_low_dependency_25,gold_low_dependency_50,gold_low_dependency_75,gold_multiple_low_50,familiarity_source,source_version,source_package_version,source_revision,normalization_version,fallback_used
ABANDONING,ABANDONING,CASUAL,M81_FREQUENCY_MODEL,500,68.728,69,0.018,0.476,0.466,0.408,0.17236624686899563,1,0.036333333333333336,1.6516666666666666,9,0.1584127569232432,0.14849851879406373,paglia,0,1,1,1,1,wordfreq,v3.2,3.1.1,42233e6c36ce792031bcccfa17cdd0cec9af5fa7,zipf-linear-v1,false
ABANDONING,ABANDONING,REGULAR,M81_FREQUENCY_MODEL,500,83.7,82,0.104,0.764,0.132,0.244,0.30843784017984616,1,0.2853333333333333,8.256,52,0.2921227667893786,0.2556816169426712,cowslip,0,0.9807692307692307,1,1,1,wordfreq,v3.2,3.1.1,42233e6c36ce792031bcccfa17cdd0cec9af5fa7,zipf-linear-v1,false
ABANDONING,ABANDONING,STRONG,M81_FREQUENCY_MODEL,500,92.446,92,0.266,0.714,0.02,0.15,0.5327862883290235,1,6.22107369123041,29.121707235745248,133,0.5019971610581092,0.51,carouse,0,0.11278195488721804,1,1,0.9398496240601504,wordfreq,v3.2,3.1.1,42233e6c36ce792031bcccfa17cdd0cec9af5fa7,zipf-linear-v1,false
ABANDONING,ABANDONING,EXPERT,M81_FREQUENCY_MODEL,500,107.48,107,0.782,0.218,0,0.106,0.6564503378049008,0.6035805626598465,48.90663554518173,87.16072024008002,391,0.6481081733425069,0.6783603051678547,anorthite,0.39641943734015345,0.0025575447570332483,0.6035805626598465,1,0.1867007672634271,wordfreq,v3.2,3.1.1,42233e6c36ce792031bcccfa17cdd0cec9af5fa7,zipf-linear-v1,false
ABANDONING,ABANDONING,ORACLE,M81_FREQUENCY_MODEL,1,110,110,1,0,0,1,,,,,,,,,,,,,,wordfreq,v3.2,3.1.1,42233e6c36ce792031bcccfa17cdd0cec9af5fa7,zipf-linear-v1,false
ABSOLUTELY,ABSOLUTELY,CASUAL,M81_FREQUENCY_MODEL,500,65.558,65,0.022,0.38,0.552,0.332,0.1762440402907938,1,0.037333333333333336,1.656,11,0.16809458509379832,0.13162424955618257,garbed,0,1,1,1,1,wordfreq,v3.2,3.1.1,42233e6c36ce792031bcccfa17cdd0cec9af5fa7,zipf-linear-v1,false
ABSOLUTELY,ABSOLUTELY,REGULAR,M81_FREQUENCY_MODEL,500,79.906,79,0.062,0.758,0.18,0.184,0.2968633490470417,1,0.22833333333333333,8.137333333333334,31,0.2875466151815821,0.2491525789301232,jocose,0,0.967741935483871,1,1,1,wordfreq,v3.2,3.1.1,42233e6c36ce792031bcccfa17cdd0cec9af5fa7,zipf-linear-v1,false
ABSOLUTELY,ABSOLUTELY,STRONG,M81_FREQUENCY_MODEL,500,88.678,87,0.186,0.786,0.028,0.16,0.5108792907282712,1,5.64,29.141666666666666,93,0.4835145213578819,0.49997308848190264,jocose,0,0.17204301075268819,1,1,0.8602150537634409,wordfreq,v3.2,3.1.1,42233e6c36ce792031bcccfa17cdd0cec9af5fa7,zipf-linear-v1,false
ABSOLUTELY,ABSOLUTELY,EXPERT,M81_FREQUENCY_MODEL,500,99.678,97,0.448,0.55,0.002,0.094,0.6238214115688404,0.8303571428571429,46.36566666666667,87.28266666666667,224,0.6020190439098402,0.5893979751022373,jocose,0.16964285714285715,0.017857142857142856,0.8303571428571429,1,0.5133928571428571,wordfreq,v3.2,3.1.1,42233e6c36ce792031bcccfa17cdd0cec9af5fa7,zipf-linear-v1,false
ABSOLUTELY,ABSOLUTELY,ORACLE,M81_FREQUENCY_MODEL,1,105,105,1,0,0,1,,,,,,,,,,,,,,wordfreq,v3.2,3.1.1,42233e6c36ce792031bcccfa17cdd0cec9af5fa7,zipf-linear-v1,false
ACCESSIBLE,ACCESSIBLE,CASUAL,M81_FREQUENCY_MODEL,500,70.284,71,0.024,0.526,0.4,0.522,0.1797767387284937,1,0.041666666666666664,1.6706666666666667,12,0.1790160681765295,0.1465983988130556,yaupon,0,1,1,1,1,wordfreq,v3.2,3.1.1,42233e6c36ce792031bcccfa17cdd0cec9af5fa7,zipf-linear-v1,false
ACCESSIBLE,ACCESSIBLE,REGULAR,M81_FREQUENCY_MODEL,500,84.096,83,0.11,0.78,0.11,0.272,0.3091248774325718,1,0.28,8.378333333333334,55,0.2916091664544473,0.2914732577299559,obloquy,0,0.9454545454545454,1,1,1,wordfreq,v3.2,3.1.1,42233e6c36ce792031bcccfa17cdd0cec9af5fa7,zipf-linear-v1,false
ACCESSIBLE,ACCESSIBLE,STRONG,M81_FREQUENCY_MODEL,500,90.676,90,0.242,0.74,0.018,0.152,0.5129003619831399,1,5.684,29.231,121,0.4841545863395409,0.4882882996329176,kelter,0,0.1487603305785124,1,1,0.9421487603305785,wordfreq,v3.2,3.1.1,42233e6c36ce792031bcccfa17cdd0cec9af5fa7,zipf-linear-v1,false
ACCESSIBLE,ACCESSIBLE,EXPERT,M81_FREQUENCY_MODEL,500,100.636,100,0.514,0.484,0.002,0.06,0.6175613901530548,0.8443579766536965,46.56166666666667,87.59233333333333,257,0.5942683621563254,0.6140579617856899,johnie,0.1556420233463035,0,0.8443579766536965,1,0.47470817120622566,wordfreq,v3.2,3.1.1,42233e6c36ce792031bcccfa17cdd0cec9af5fa7,zipf-linear-v1,false
ACCESSIBLE,ACCESSIBLE,ORACLE,M81_FREQUENCY_MODEL,1,110,110,1,0,0,1,,,,,,,,,,,,,,wordfreq,v3.2,3.1.1,42233e6c36ce792031bcccfa17cdd0cec9af5fa7,zipf-linear-v1,false
ACCOUNTING,ACCOUNTING,CASUAL,M81_FREQUENCY_MODEL,500,63.434,64,0.01,0.34,0.584,0.33,0.15943276281331145,1,0.032,1.601,5,0.14570253257457005,0.13449772627649578,angelita,0,1,1,1,1,wordfreq,v3.2,3.1.1,42233e6c36ce792031bcccfa17cdd0cec9af5fa7,zipf-linear-v1,false
ACCOUNTING,ACCOUNTING,REGULAR,M81_FREQUENCY_MODEL,500,80.83,80,0.048,0.816,0.136,0.224,0.2894558286147812,1,0.21266666666666667,8.153333333333334,24,0.25142691674382917,0.22537030006039666,fondues,0,1,1,1,1,wordfreq,v3.2,3.1.1,42233e6c36ce792031bcccfa17cdd0cec9af5fa7,zipf-linear-v1,false
ACCOUNTING,ACCOUNTING,STRONG,M81_FREQUENCY_MODEL,500,87.768,87,0.124,0.85,0.026,0.156,0.507616433700437,1,5.1226666666666665,28.862,62,0.4616285551842392,0.4733101971167444,sodomizes,0,0.5,1,1,0.9838709677419355,wordfreq,v3.2,3.1.1,42233e6c36ce792031bcccfa17cdd0cec9af5fa7,zipf-linear-v1,false
ACCOUNTING,ACCOUNTING,EXPERT,M81_FREQUENCY_MODEL,500,97.958,97,0.414,0.586,0,0.09,0.6364395778764386,0.8019323671497585,46.52166666666667,84.70633333333333,207,0.609099976655155,0.6382686113033089,litigates,0.19806763285024154,0.00966183574879227,0.8019323671497585,1,0.3188405797101449,wordfreq,v3.2,3.1.1,42233e6c36ce792031bcccfa17cdd0cec9af5fa7,zipf-linear-v1,false
ACCOUNTING,ACCOUNTING,ORACLE,M81_FREQUENCY_MODEL,1,105,105,1,0,0,1,,,,,,,,,,,,,,wordfreq,v3.2,3.1.1,42233e6c36ce792031bcccfa17cdd0cec9af5fa7,zipf-linear-v1,false
ADVENTURES,ADVENTURES,CASUAL,M81_FREQUENCY_MODEL,500,68.084,69,0.02,0.44,0.49,0.476,0.18222716731038735,1,0.065,1.667,10,0.16572705120205414,0.13922062268667307,gasohol,0,1,1,1,1,wordfreq,v3.2,3.1.1,42233e6c36ce792031bcccfa17cdd0cec9af5fa7,zipf-linear-v1,false
ADVENTURES,ADVENTURES,REGULAR,M81_FREQUENCY_MODEL,500,82.252,81,0.076,0.794,0.13,0.294,0.3128339363532222,1,0.2816666666666667,8.303,38,0.2940943629503172,0.2714262019871753,deciliter,0,1,1,1,1,wordfreq,v3.2,3.1.1,42233e6c36ce792031bcccfa17cdd0cec9af5fa7,zipf-linear-v1,false
ADVENTURES,ADVENTURES,STRONG,M81_FREQUENCY_MODEL,500,86.828,85,0.15,0.824,0.026,0.154,0.5230293922372877,1,5.642,29.154333333333334,75,0.484531018580413,0.5066572043461646,avuncular,0,0.14666666666666667,1,1,0.8933333333333333,wordfreq,v3.2,3.1.1,42233e6c36ce792031bcccfa17cdd0cec9af5fa7,zipf-linear-v1,false
ADVENTURES,ADVENTURES,EXPERT,M81_FREQUENCY_MODEL,500,96.594,95,0.354,0.646,0,0.058,0.6302826593843134,0.8926553672316384,48.826275425141716,86.67222407469157,177,0.5995927013513084,0.6140579617856899,gasohol,0.10734463276836158,0.01694915254237288,0.8926553672316384,1,0.519774011299435,wordfreq,v3.2,3.1.1,42233e6c36ce792031bcccfa17cdd0cec9af5fa7,zipf-linear-v1,false
ADVENTURES,ADVENTURES,ORACLE,M81_FREQUENCY_MODEL,1,110,110,1,0,0,1,,,,,,,,,,,,,,wordfreq,v3.2,3.1.1,42233e6c36ce792031bcccfa17cdd0cec9af5fa7,zipf-linear-v1,false
AGGRAVATED,AGGRAVATED,CASUAL,M81_FREQUENCY_MODEL,500,66.254,68,0.016,0.446,0.476,0.352,0.1692471567100638,1,0.023666666666666666,1.646,8,0.16408540182621253,0.14409968192282405,enlistee,0,1,1,1,1,wordfreq,v3.2,3.1.1,42233e6c36ce792031bcccfa17cdd0cec9af5fa7,zipf-linear-v1,false
AGGRAVATED,AGGRAVATED,REGULAR,M81_FREQUENCY_MODEL,500,82.934,82,0.086,0.822,0.092,0.23,0.2936832794417941,1,0.186,8.136333333333333,43,0.26835339402397607,0.25131416349247254,penurious,0,0.9534883720930233,1,1,1,wordfreq,v3.2,3.1.1,42233e6c36ce792031bcccfa17cdd0cec9af5fa7,zipf-linear-v1,false
AGGRAVATED,AGGRAVATED,STRONG,M81_FREQUENCY_MODEL,500,90.264,89,0.206,0.778,0.016,0.134,0.5196323063463756,1,5.820333333333333,28.928,103,0.4877563265478435,0.4799590321977648,anacin,0,0.11650485436893204,1,1,0.970873786407767,wordfreq,v3.2,3.1.1,42233e6c36ce792031bcccfa17cdd0cec9af5fa7,zipf-linear-v1,false
AGGRAVATED,AGGRAVATED,EXPERT,M81_FREQUENCY_MODEL,500,104.488,103,0.65,0.35,0,0.1,0.6498512307929614,0.6676923076923077,48.660666666666664,85.92166666666667,325,0.6362435192713317,0.6382686113033089,aggrieve,0.3323076923076923,0.003076923076923077,0.6676923076923077,1,0.2553846153846154,wordfreq,v3.2,3.1.1,42233e6c36ce792031bcccfa17cdd0cec9af5fa7,zipf-linear-v1,false
AGGRAVATED,AGGRAVATED,ORACLE,M81_FREQUENCY_MODEL,1,110,110,1,0,0,1,,,,,,,,,,,,,,wordfreq,v3.2,3.1.1,42233e6c36ce792031bcccfa17cdd0cec9af5fa7,zipf-linear-v1,false
AFTERTASTE,AFTERTASTE,CASUAL,M81_FREQUENCY_MODEL,500,66.268,67,0.012,0.412,0.52,0.372,0.16295480067834345,1,0.021666666666666667,1.6386666666666667,6,0.15817619168338176,0.1288103419704728,achoo,0,1,1,1,1,wordfreq,v3.2,3.1.1,42233e6c36ce792031bcccfa17cdd0cec9af5fa7,zipf-linear-v1,false
AFTERTASTE,AFTERTASTE,REGULAR,M81_FREQUENCY_MODEL,500,81.788,82,0.046,0.856,0.098,0.23,0.2902957354884739,1,0.13833333333333334,8.147,23,0.25753724562314156,0.23649606832137107,debarment,0,1,1,1,1,wordfreq,v3.2,3.1.1,42233e6c36ce792031bcccfa17cdd0cec9af5fa7,zipf-linear-v1,false
AFTERTASTE,AFTERTASTE,STRONG,M81_FREQUENCY_MODEL,500,87.418,87,0.122,0.844,0.034,0.128,0.512171483918923,1,5.904333333333334,28.965666666666667,61,0.469434590031557,0.48495448051312573,equable,0,0.26229508196721313,1,1,0.9672131147540983,wordfreq,v3.2,3.1.1,42233e6c36ce792031bcccfa17cdd0cec9af5fa7,zipf-linear-v1,false
AFTERTASTE,AFTERTASTE,EXPERT,M81_FREQUENCY_MODEL,500,100.406,100,0.508,0.492,0,0.064,0.6218003865261511,0.889763779527559,48.75,87.50866666666667,254,0.5947895919265574,0.6158037968166964,anaerobe,0.11023622047244094,0,0.889763779527559,1,0.594488188976378,wordfreq,v3.2,3.1.1,42233e6c36ce792031bcccfa17cdd0cec9af5fa7,zipf-linear-v1,false
AFTERTASTE,AFTERTASTE,ORACLE,M81_FREQUENCY_MODEL,1,110,110,1,0,0,1,,,,,,,,,,,,,,wordfreq,v3.2,3.1.1,42233e6c36ce792031bcccfa17cdd0cec9af5fa7,zipf-linear-v1,false
AFFORDABLE,AFFORDABLE,CASUAL,M81_FREQUENCY_MODEL,500,73.48,75,0.068,0.556,0.336,0.538,0.17716284127277537,1,0.04466666666666667,1.659,34,0.18163580450946354,0.1645141732973075,woolens,0,1,1,1,1,wordfreq,v3.2,3.1.1,42233e6c36ce792031bcccfa17cdd0cec9af5fa7,zipf-linear-v1,false
AFFORDABLE,AFFORDABLE,REGULAR,M81_FREQUENCY_MODEL,500,86.404,85,0.162,0.748,0.09,0.27,0.30643956752419416,1,0.24,8.376666666666667,81,0.29282927236663675,0.2783878011244493,opaline,0,0.9382716049382716,1,1,1,wordfreq,v3.2,3.1.1,42233e6c36ce792031bcccfa17cdd0cec9af5fa7,zipf-linear-v1,false
AFFORDABLE,AFFORDABLE,STRONG,M81_FREQUENCY_MODEL,500,93.97,93,0.318,0.672,0.01,0.138,0.5099208549993954,0.9937106918238994,5.4463333333333335,29.002333333333333,159,0.48868349296049957,0.49997308848190264,overate,0.006289308176100629,0.16981132075471697,0.9937106918238994,1,0.8930817610062893,wordfreq,v3.2,3.1.1,42233e6c36ce792031bcccfa17cdd0cec9af5fa7,zipf-linear-v1,false
AFFORDABLE,AFFORDABLE,EXPERT,M81_FREQUENCY_MODEL,500,103.4,102,0.672,0.328,0,0.048,0.6304876324483993,0.7440476190476191,46.419,85.501,336,0.6178293417964471,0.6348425007052776,coyer,0.25595238095238093,0.005952380952380952,0.7440476190476191,1,0.3392857142857143,wordfreq,v3.2,3.1.1,42233e6c36ce792031bcccfa17cdd0cec9af5fa7,zipf-linear-v1,false
AFFORDABLE,AFFORDABLE,ORACLE,M81_FREQUENCY_MODEL,1,110,110,1,0,0,1,,,,,,,,,,,,,,wordfreq,v3.2,3.1.1,42233e6c36ce792031bcccfa17cdd0cec9af5fa7,zipf-linear-v1,false
