answer,method,low_runs,shortlist_size,certified_candidates,reference_preferred_count,preferred_retained,recall,reference_winner_retained,zero_preferred_retained,runtime_ms
WATERMELON,low_mean,25,4,10,3,2,0.6666666666666666,true,false,1414.2942819
WATERMELON,low_mean,25,5,10,3,3,1,true,false,1414.2942819
WATERMELON,low_mean,25,6,10,3,3,1,true,false,1414.2942819
WATERMELON,low_mean,25,7,10,3,3,1,true,false,1414.2942819
WATERMELON,low_mean,25,8,10,3,3,1,true,false,1414.2942819
WATERMELON,low_median,25,4,10,3,3,1,true,false,1414.2942819
WATERMELON,low_median,25,5,10,3,3,1,true,false,1414.2942819
WATERMELON,low_median,25,6,10,3,3,1,true,false,1414.2942819
WATERMELON,low_median,25,7,10,3,3,1,true,false,1414.2942819
WATERMELON,low_median,25,8,10,3,3,1,true,false,1414.2942819
WATERMELON,low_gold,25,4,10,3,1,0.3333333333333333,false,false,1414.2942819
WATERMELON,low_gold,25,5,10,3,2,0.6666666666666666,false,false,1414.2942819
WATERMELON,low_gold,25,6,10,3,2,0.6666666666666666,false,false,1414.2942819
WATERMELON,low_gold,25,7,10,3,3,1,true,false,1414.2942819
WATERMELON,low_gold,25,8,10,3,3,1,true,false,1414.2942819
WATERMELON,band_aware,25,4,10,3,2,0.6666666666666666,true,false,1414.2942819
WATERMELON,band_aware,25,5,10,3,3,1,true,false,1414.2942819
WATERMELON,band_aware,25,6,10,3,3,1,true,false,1414.2942819
WATERMELON,band_aware,25,7,10,3,3,1,true,false,1414.2942819
WATERMELON,band_aware,25,8,10,3,3,1,true,false,1414.2942819
WATERMELON,confidence_aware,25,4,10,3,2,0.6666666666666666,true,false,1414.2942819
WATERMELON,confidence_aware,25,5,10,3,3,1,true,false,1414.2942819
WATERMELON,confidence_aware,25,6,10,3,3,1,true,false,1414.2942819
WATERMELON,confidence_aware,25,7,10,3,3,1,true,false,1414.2942819
WATERMELON,confidence_aware,25,8,10,3,3,1,true,false,1414.2942819
WATERMELON,hybrid_regular_cheap,25,4,10,3,2,0.6666666666666666,true,false,1414.2942819
WATERMELON,hybrid_regular_cheap,25,5,10,3,3,1,true,false,1414.2942819
WATERMELON,hybrid_regular_cheap,25,6,10,3,3,1,true,false,1414.2942819
WATERMELON,hybrid_regular_cheap,25,7,10,3,3,1,true,false,1414.2942819
WATERMELON,hybrid_regular_cheap,25,8,10,3,3,1,true,false,1414.2942819
WATERMELON,low_mean,50,4,10,3,3,1,true,false,2828.5885638
WATERMELON,low_mean,50,5,10,3,3,1,true,false,2828.5885638
WATERMELON,low_mean,50,6,10,3,3,1,true,false,2828.5885638
WATERMELON,low_mean,50,7,10,3,3,1,true,false,2828.5885638
WATERMELON,low_mean,50,8,10,3,3,1,true,false,2828.5885638
WATERMELON,low_median,50,4,10,3,2,0.6666666666666666,true,false,2828.5885638
WATERMELON,low_median,50,5,10,3,3,1,true,false,2828.5885638
WATERMELON,low_median,50,6,10,3,3,1,true,false,2828.5885638
WATERMELON,low_median,50,7,10,3,3,1,true,false,2828.5885638
WATERMELON,low_median,50,8,10,3,3,1,true,false,2828.5885638
WATERMELON,low_gold,50,4,10,3,2,0.6666666666666666,false,false,2828.5885638
WATERMELON,low_gold,50,5,10,3,2,0.6666666666666666,false,false,2828.5885638
WATERMELON,low_gold,50,6,10,3,2,0.6666666666666666,false,false,2828.5885638
WATERMELON,low_gold,50,7,10,3,3,1,true,false,2828.5885638
WATERMELON,low_gold,50,8,10,3,3,1,true,false,2828.5885638
WATERMELON,band_aware,50,4,10,3,3,1,true,false,2828.5885638
WATERMELON,band_aware,50,5,10,3,3,1,true,false,2828.5885638
WATERMELON,band_aware,50,6,10,3,3,1,true,false,2828.5885638
WATERMELON,band_aware,50,7,10,3,3,1,true,false,2828.5885638
WATERMELON,band_aware,50,8,10,3,3,1,true,false,2828.5885638
WATERMELON,confidence_aware,50,4,10,3,3,1,true,false,2828.5885638
WATERMELON,confidence_aware,50,5,10,3,3,1,true,false,2828.5885638
WATERMELON,confidence_aware,50,6,10,3,3,1,true,false,2828.5885638
WATERMELON,confidence_aware,50,7,10,3,3,1,true,false,2828.5885638
WATERMELON,confidence_aware,50,8,10,3,3,1,true,false,2828.5885638
WATERMELON,hybrid_regular_cheap,50,4,10,3,3,1,true,false,2828.5885638
WATERMELON,hybrid_regular_cheap,50,5,10,3,3,1,true,false,2828.5885638
WATERMELON,hybrid_regular_cheap,50,6,10,3,3,1,true,false,2828.5885638
WATERMELON,hybrid_regular_cheap,50,7,10,3,3,1,true,false,2828.5885638
WATERMELON,hybrid_regular_cheap,50,8,10,3,3,1,true,false,2828.5885638
WATERMELON,low_mean,75,4,10,3,3,1,true,false,4242.8828457
WATERMELON,low_mean,75,5,10,3,3,1,true,false,4242.8828457
WATERMELON,low_mean,75,6,10,3,3,1,true,false,4242.8828457
WATERMELON,low_mean,75,7,10,3,3,1,true,false,4242.8828457
WATERMELON,low_mean,75,8,10,3,3,1,true,false,4242.8828457
WATERMELON,low_median,75,4,10,3,2,0.6666666666666666,true,false,4242.8828457
WATERMELON,low_median,75,5,10,3,3,1,true,false,4242.8828457
WATERMELON,low_median,75,6,10,3,3,1,true,false,4242.8828457
WATERMELON,low_median,75,7,10,3,3,1,true,false,4242.8828457
WATERMELON,low_median,75,8,10,3,3,1,true,false,4242.8828457
WATERMELON,low_gold,75,4,10,3,2,0.6666666666666666,true,false,4242.8828457
WATERMELON,low_gold,75,5,10,3,3,1,true,false,4242.8828457
WATERMELON,low_gold,75,6,10,3,3,1,true,false,4242.8828457
WATERMELON,low_gold,75,7,10,3,3,1,true,false,4242.8828457
WATERMELON,low_gold,75,8,10,3,3,1,true,false,4242.8828457
WATERMELON,band_aware,75,4,10,3,3,1,true,false,4242.8828457
WATERMELON,band_aware,75,5,10,3,3,1,true,false,4242.8828457
WATERMELON,band_aware,75,6,10,3,3,1,true,false,4242.8828457
WATERMELON,band_aware,75,7,10,3,3,1,true,false,4242.8828457
WATERMELON,band_aware,75,8,10,3,3,1,true,false,4242.8828457
WATERMELON,confidence_aware,75,4,10,3,3,1,true,false,4242.8828457
WATERMELON,confidence_aware,75,5,10,3,3,1,true,false,4242.8828457
WATERMELON,confidence_aware,75,6,10,3,3,1,true,false,4242.8828457
WATERMELON,confidence_aware,75,7,10,3,3,1,true,false,4242.8828457
WATERMELON,confidence_aware,75,8,10,3,3,1,true,false,4242.8828457
WATERMELON,hybrid_regular_cheap,75,4,10,3,3,1,true,false,4242.8828457
WATERMELON,hybrid_regular_cheap,75,5,10,3,3,1,true,false,4242.8828457
WATERMELON,hybrid_regular_cheap,75,6,10,3,3,1,true,false,4242.8828457
WATERMELON,hybrid_regular_cheap,75,7,10,3,3,1,true,false,4242.8828457
WATERMELON,hybrid_regular_cheap,75,8,10,3,3,1,true,false,4242.8828457
WATERMELON,low_mean,100,4,10,3,2,0.6666666666666666,true,false,5657.1771276
WATERMELON,low_mean,100,5,10,3,3,1,true,false,5657.1771276
WATERMELON,low_mean,100,6,10,3,3,1,true,false,5657.1771276
WATERMELON,low_mean,100,7,10,3,3,1,true,false,5657.1771276
WATERMELON,low_mean,100,8,10,3,3,1,true,false,5657.1771276
WATERMELON,low_median,100,4,10,3,2,0.6666666666666666,false,false,5657.1771276
WATERMELON,low_median,100,5,10,3,3,1,true,false,5657.1771276
WATERMELON,low_median,100,6,10,3,3,1,true,false,5657.1771276
WATERMELON,low_median,100,7,10,3,3,1,true,false,5657.1771276
WATERMELON,low_median,100,8,10,3,3,1,true,false,5657.1771276
WATERMELON,low_gold,100,4,10,3,1,0.3333333333333333,false,false,5657.1771276
WATERMELON,low_gold,100,5,10,3,2,0.6666666666666666,false,false,5657.1771276
WATERMELON,low_gold,100,6,10,3,3,1,true,false,5657.1771276
WATERMELON,low_gold,100,7,10,3,3,1,true,false,5657.1771276
WATERMELON,low_gold,100,8,10,3,3,1,true,false,5657.1771276
WATERMELON,band_aware,100,4,10,3,3,1,true,false,5657.1771276
WATERMELON,band_aware,100,5,10,3,3,1,true,false,5657.1771276
WATERMELON,band_aware,100,6,10,3,3,1,true,false,5657.1771276
WATERMELON,band_aware,100,7,10,3,3,1,true,false,5657.1771276
WATERMELON,band_aware,100,8,10,3,3,1,true,false,5657.1771276
WATERMELON,confidence_aware,100,4,10,3,2,0.6666666666666666,true,false,5657.1771276
WATERMELON,confidence_aware,100,5,10,3,3,1,true,false,5657.1771276
WATERMELON,confidence_aware,100,6,10,3,3,1,true,false,5657.1771276
WATERMELON,confidence_aware,100,7,10,3,3,1,true,false,5657.1771276
WATERMELON,confidence_aware,100,8,10,3,3,1,true,false,5657.1771276
WATERMELON,hybrid_regular_cheap,100,4,10,3,2,0.6666666666666666,true,false,5657.1771276
WATERMELON,hybrid_regular_cheap,100,5,10,3,3,1,true,false,5657.1771276
WATERMELON,hybrid_regular_cheap,100,6,10,3,3,1,true,false,5657.1771276
WATERMELON,hybrid_regular_cheap,100,7,10,3,3,1,true,false,5657.1771276
WATERMELON,hybrid_regular_cheap,100,8,10,3,3,1,true,false,5657.1771276
WATERMELON,low_mean,150,4,10,3,3,1,true,false,8485.7656914
WATERMELON,low_mean,150,5,10,3,3,1,true,false,8485.7656914
WATERMELON,low_mean,150,6,10,3,3,1,true,false,8485.7656914
WATERMELON,low_mean,150,7,10,3,3,1,true,false,8485.7656914
WATERMELON,low_mean,150,8,10,3,3,1,true,false,8485.7656914
WATERMELON,low_median,150,4,10,3,2,0.6666666666666666,false,false,8485.7656914
WATERMELON,low_median,150,5,10,3,3,1,true,false,8485.7656914
WATERMELON,low_median,150,6,10,3,3,1,true,false,8485.7656914
WATERMELON,low_median,150,7,10,3,3,1,true,false,8485.7656914
WATERMELON,low_median,150,8,10,3,3,1,true,false,8485.7656914
WATERMELON,low_gold,150,4,10,3,1,0.3333333333333333,false,false,8485.7656914
WATERMELON,low_gold,150,5,10,3,2,0.6666666666666666,false,false,8485.7656914
WATERMELON,low_gold,150,6,10,3,2,0.6666666666666666,false,false,8485.7656914
WATERMELON,low_gold,150,7,10,3,2,0.6666666666666666,false,false,8485.7656914
WATERMELON,low_gold,150,8,10,3,3,1,true,false,8485.7656914
WATERMELON,band_aware,150,4,10,3,3,1,true,false,8485.7656914
WATERMELON,band_aware,150,5,10,3,3,1,true,false,8485.7656914
WATERMELON,band_aware,150,6,10,3,3,1,true,false,8485.7656914
WATERMELON,band_aware,150,7,10,3,3,1,true,false,8485.7656914
WATERMELON,band_aware,150,8,10,3,3,1,true,false,8485.7656914
WATERMELON,confidence_aware,150,4,10,3,3,1,true,false,8485.7656914
WATERMELON,confidence_aware,150,5,10,3,3,1,true,false,8485.7656914
WATERMELON,confidence_aware,150,6,10,3,3,1,true,false,8485.7656914
WATERMELON,confidence_aware,150,7,10,3,3,1,true,false,8485.7656914
WATERMELON,confidence_aware,150,8,10,3,3,1,true,false,8485.7656914
WATERMELON,hybrid_regular_cheap,150,4,10,3,3,1,true,false,8485.7656914
WATERMELON,hybrid_regular_cheap,150,5,10,3,3,1,true,false,8485.7656914
WATERMELON,hybrid_regular_cheap,150,6,10,3,3,1,true,false,8485.7656914
WATERMELON,hybrid_regular_cheap,150,7,10,3,3,1,true,false,8485.7656914
WATERMELON,hybrid_regular_cheap,150,8,10,3,3,1,true,false,8485.7656914
WATERMELON,low_mean,250,4,10,3,2,0.6666666666666666,true,false,14142.942819
WATERMELON,low_mean,250,5,10,3,2,0.6666666666666666,true,false,14142.942819
WATERMELON,low_mean,250,6,10,3,3,1,true,false,14142.942819
WATERMELON,low_mean,250,7,10,3,3,1,true,false,14142.942819
WATERMELON,low_mean,250,8,10,3,3,1,true,false,14142.942819
WATERMELON,low_median,250,4,10,3,2,0.6666666666666666,true,false,14142.942819
WATERMELON,low_median,250,5,10,3,3,1,true,false,14142.942819
WATERMELON,low_median,250,6,10,3,3,1,true,false,14142.942819
WATERMELON,low_median,250,7,10,3,3,1,true,false,14142.942819
WATERMELON,low_median,250,8,10,3,3,1,true,false,14142.942819
WATERMELON,low_gold,250,4,10,3,1,0.3333333333333333,false,false,14142.942819
WATERMELON,low_gold,250,5,10,3,2,0.6666666666666666,false,false,14142.942819
WATERMELON,low_gold,250,6,10,3,2,0.6666666666666666,false,false,14142.942819
WATERMELON,low_gold,250,7,10,3,2,0.6666666666666666,false,false,14142.942819
WATERMELON,low_gold,250,8,10,3,3,1,true,false,14142.942819
WATERMELON,band_aware,250,4,10,3,2,0.6666666666666666,true,false,14142.942819
WATERMELON,band_aware,250,5,10,3,2,0.6666666666666666,true,false,14142.942819
WATERMELON,band_aware,250,6,10,3,3,1,true,false,14142.942819
WATERMELON,band_aware,250,7,10,3,3,1,true,false,14142.942819
WATERMELON,band_aware,250,8,10,3,3,1,true,false,14142.942819
WATERMELON,confidence_aware,250,4,10,3,2,0.6666666666666666,true,false,14142.942819
WATERMELON,confidence_aware,250,5,10,3,2,0.6666666666666666,true,false,14142.942819
WATERMELON,confidence_aware,250,6,10,3,3,1,true,false,14142.942819
WATERMELON,confidence_aware,250,7,10,3,3,1,true,false,14142.942819
WATERMELON,confidence_aware,250,8,10,3,3,1,true,false,14142.942819
WATERMELON,hybrid_regular_cheap,250,4,10,3,2,0.6666666666666666,true,false,14142.942819
WATERMELON,hybrid_regular_cheap,250,5,10,3,2,0.6666666666666666,true,false,14142.942819
WATERMELON,hybrid_regular_cheap,250,6,10,3,3,1,true,false,14142.942819
WATERMELON,hybrid_regular_cheap,250,7,10,3,3,1,true,false,14142.942819
WATERMELON,hybrid_regular_cheap,250,8,10,3,3,1,true,false,14142.942819
WATERMELON,low_mean_frontier,25,5,10,3,3,1,true,false,1414.2942819
WATERMELON,low_mean_frontier,50,5,10,3,3,1,true,false,2828.5885638
WATERMELON,low_mean_frontier,75,5,10,3,3,1,true,false,4242.8828457
WATERMELON,low_mean_frontier,100,5,10,3,3,1,true,false,5657.1771276
WATERMELON,low_mean_frontier,150,5,10,3,3,1,true,false,8485.7656914
WATERMELON,low_mean_frontier,250,5,10,3,2,0.6666666666666666,true,false,14142.942819
OSCILLATED,low_mean,25,4,10,3,1,0.3333333333333333,false,false,1462.95308445
OSCILLATED,low_mean,25,5,10,3,1,0.3333333333333333,false,false,1462.95308445
OSCILLATED,low_mean,25,6,10,3,2,0.6666666666666666,false,false,1462.95308445
OSCILLATED,low_mean,25,7,10,3,2,0.6666666666666666,false,false,1462.95308445
OSCILLATED,low_mean,25,8,10,3,2,0.6666666666666666,false,false,1462.95308445
OSCILLATED,low_median,25,4,10,3,1,0.3333333333333333,false,false,1462.95308445
OSCILLATED,low_median,25,5,10,3,1,0.3333333333333333,false,false,1462.95308445
OSCILLATED,low_median,25,6,10,3,1,0.3333333333333333,false,false,1462.95308445
OSCILLATED,low_median,25,7,10,3,2,0.6666666666666666,false,false,1462.95308445
OSCILLATED,low_median,25,8,10,3,2,0.6666666666666666,false,false,1462.95308445
OSCILLATED,low_gold,25,4,10,3,0,0,false,true,1462.95308445
OSCILLATED,low_gold,25,5,10,3,1,0.3333333333333333,false,false,1462.95308445
OSCILLATED,low_gold,25,6,10,3,1,0.3333333333333333,false,false,1462.95308445
OSCILLATED,low_gold,25,7,10,3,2,0.6666666666666666,false,false,1462.95308445
OSCILLATED,low_gold,25,8,10,3,2,0.6666666666666666,false,false,1462.95308445
OSCILLATED,band_aware,25,4,10,3,1,0.3333333333333333,false,false,1462.95308445
OSCILLATED,band_aware,25,5,10,3,1,0.3333333333333333,false,false,1462.95308445
OSCILLATED,band_aware,25,6,10,3,2,0.6666666666666666,false,false,1462.95308445
OSCILLATED,band_aware,25,7,10,3,2,0.6666666666666666,false,false,1462.95308445
OSCILLATED,band_aware,25,8,10,3,2,0.6666666666666666,false,false,1462.95308445
OSCILLATED,confidence_aware,25,4,10,3,1,0.3333333333333333,false,false,1462.95308445
OSCILLATED,confidence_aware,25,5,10,3,1,0.3333333333333333,false,false,1462.95308445
OSCILLATED,confidence_aware,25,6,10,3,2,0.6666666666666666,false,false,1462.95308445
OSCILLATED,confidence_aware,25,7,10,3,2,0.6666666666666666,false,false,1462.95308445
OSCILLATED,confidence_aware,25,8,10,3,2,0.6666666666666666,false,false,1462.95308445
OSCILLATED,hybrid_regular_cheap,25,4,10,3,1,0.3333333333333333,false,false,1462.95308445
OSCILLATED,hybrid_regular_cheap,25,5,10,3,1,0.3333333333333333,false,false,1462.95308445
OSCILLATED,hybrid_regular_cheap,25,6,10,3,2,0.6666666666666666,false,false,1462.95308445
OSCILLATED,hybrid_regular_cheap,25,7,10,3,2,0.6666666666666666,false,false,1462.95308445
OSCILLATED,hybrid_regular_cheap,25,8,10,3,2,0.6666666666666666,false,false,1462.95308445
OSCILLATED,low_mean,50,4,10,3,2,0.6666666666666666,true,false,2925.9061689
OSCILLATED,low_mean,50,5,10,3,2,0.6666666666666666,true,false,2925.9061689
OSCILLATED,low_mean,50,6,10,3,2,0.6666666666666666,true,false,2925.9061689
OSCILLATED,low_mean,50,7,10,3,3,1,true,false,2925.9061689
OSCILLATED,low_mean,50,8,10,3,3,1,true,false,2925.9061689
OSCILLATED,low_median,50,4,10,3,1,0.3333333333333333,false,false,2925.9061689
OSCILLATED,low_median,50,5,10,3,2,0.6666666666666666,true,false,2925.9061689
OSCILLATED,low_median,50,6,10,3,2,0.6666666666666666,true,false,2925.9061689
OSCILLATED,low_median,50,7,10,3,2,0.6666666666666666,true,false,2925.9061689
OSCILLATED,low_median,50,8,10,3,3,1,true,false,2925.9061689
OSCILLATED,low_gold,50,4,10,3,2,0.6666666666666666,false,false,2925.9061689
OSCILLATED,low_gold,50,5,10,3,2,0.6666666666666666,false,false,2925.9061689
OSCILLATED,low_gold,50,6,10,3,2,0.6666666666666666,false,false,2925.9061689
OSCILLATED,low_gold,50,7,10,3,3,1,true,false,2925.9061689
OSCILLATED,low_gold,50,8,10,3,3,1,true,false,2925.9061689
OSCILLATED,band_aware,50,4,10,3,2,0.6666666666666666,true,false,2925.9061689
OSCILLATED,band_aware,50,5,10,3,2,0.6666666666666666,true,false,2925.9061689
OSCILLATED,band_aware,50,6,10,3,2,0.6666666666666666,true,false,2925.9061689
OSCILLATED,band_aware,50,7,10,3,3,1,true,false,2925.9061689
OSCILLATED,band_aware,50,8,10,3,3,1,true,false,2925.9061689
OSCILLATED,confidence_aware,50,4,10,3,2,0.6666666666666666,true,false,2925.9061689
OSCILLATED,confidence_aware,50,5,10,3,2,0.6666666666666666,true,false,2925.9061689
OSCILLATED,confidence_aware,50,6,10,3,2,0.6666666666666666,true,false,2925.9061689
OSCILLATED,confidence_aware,50,7,10,3,3,1,true,false,2925.9061689
OSCILLATED,confidence_aware,50,8,10,3,3,1,true,false,2925.9061689
OSCILLATED,hybrid_regular_cheap,50,4,10,3,2,0.6666666666666666,true,false,2925.9061689
OSCILLATED,hybrid_regular_cheap,50,5,10,3,2,0.6666666666666666,true,false,2925.9061689
OSCILLATED,hybrid_regular_cheap,50,6,10,3,2,0.6666666666666666,true,false,2925.9061689
OSCILLATED,hybrid_regular_cheap,50,7,10,3,3,1,true,false,2925.9061689
OSCILLATED,hybrid_regular_cheap,50,8,10,3,3,1,true,false,2925.9061689
OSCILLATED,low_mean,75,4,10,3,2,0.6666666666666666,false,false,4388.85925335
OSCILLATED,low_mean,75,5,10,3,2,0.6666666666666666,false,false,4388.85925335
OSCILLATED,low_mean,75,6,10,3,3,1,true,false,4388.85925335
OSCILLATED,low_mean,75,7,10,3,3,1,true,false,4388.85925335
OSCILLATED,low_mean,75,8,10,3,3,1,true,false,4388.85925335
OSCILLATED,low_median,75,4,10,3,2,0.6666666666666666,false,false,4388.85925335
OSCILLATED,low_median,75,5,10,3,2,0.6666666666666666,false,false,4388.85925335
OSCILLATED,low_median,75,6,10,3,2,0.6666666666666666,false,false,4388.85925335
OSCILLATED,low_median,75,7,10,3,2,0.6666666666666666,false,false,4388.85925335
OSCILLATED,low_median,75,8,10,3,3,1,true,false,4388.85925335
OSCILLATED,low_gold,75,4,10,3,2,0.6666666666666666,false,false,4388.85925335
OSCILLATED,low_gold,75,5,10,3,3,1,true,false,4388.85925335
OSCILLATED,low_gold,75,6,10,3,3,1,true,false,4388.85925335
OSCILLATED,low_gold,75,7,10,3,3,1,true,false,4388.85925335
OSCILLATED,low_gold,75,8,10,3,3,1,true,false,4388.85925335
OSCILLATED,band_aware,75,4,10,3,2,0.6666666666666666,false,false,4388.85925335
OSCILLATED,band_aware,75,5,10,3,2,0.6666666666666666,false,false,4388.85925335
OSCILLATED,band_aware,75,6,10,3,3,1,true,false,4388.85925335
OSCILLATED,band_aware,75,7,10,3,3,1,true,false,4388.85925335
OSCILLATED,band_aware,75,8,10,3,3,1,true,false,4388.85925335
OSCILLATED,confidence_aware,75,4,10,3,2,0.6666666666666666,false,false,4388.85925335
OSCILLATED,confidence_aware,75,5,10,3,2,0.6666666666666666,false,false,4388.85925335
OSCILLATED,confidence_aware,75,6,10,3,3,1,true,false,4388.85925335
OSCILLATED,confidence_aware,75,7,10,3,3,1,true,false,4388.85925335
OSCILLATED,confidence_aware,75,8,10,3,3,1,true,false,4388.85925335
OSCILLATED,hybrid_regular_cheap,75,4,10,3,2,0.6666666666666666,false,false,4388.85925335
OSCILLATED,hybrid_regular_cheap,75,5,10,3,2,0.6666666666666666,false,false,4388.85925335
OSCILLATED,hybrid_regular_cheap,75,6,10,3,3,1,true,false,4388.85925335
OSCILLATED,hybrid_regular_cheap,75,7,10,3,3,1,true,false,4388.85925335
OSCILLATED,hybrid_regular_cheap,75,8,10,3,3,1,true,false,4388.85925335
OSCILLATED,low_mean,100,4,10,3,2,0.6666666666666666,true,false,5851.8123378
OSCILLATED,low_mean,100,5,10,3,3,1,true,false,5851.8123378
OSCILLATED,low_mean,100,6,10,3,3,1,true,false,5851.8123378
OSCILLATED,low_mean,100,7,10,3,3,1,true,false,5851.8123378
OSCILLATED,low_mean,100,8,10,3,3,1,true,false,5851.8123378
OSCILLATED,low_median,100,4,10,3,1,0.3333333333333333,false,false,5851.8123378
OSCILLATED,low_median,100,5,10,3,1,0.3333333333333333,false,false,5851.8123378
OSCILLATED,low_median,100,6,10,3,2,0.6666666666666666,false,false,5851.8123378
OSCILLATED,low_median,100,7,10,3,2,0.6666666666666666,false,false,5851.8123378
OSCILLATED,low_median,100,8,10,3,3,1,true,false,5851.8123378
OSCILLATED,low_gold,100,4,10,3,3,1,true,false,5851.8123378
OSCILLATED,low_gold,100,5,10,3,3,1,true,false,5851.8123378
OSCILLATED,low_gold,100,6,10,3,3,1,true,false,5851.8123378
OSCILLATED,low_gold,100,7,10,3,3,1,true,false,5851.8123378
OSCILLATED,low_gold,100,8,10,3,3,1,true,false,5851.8123378
OSCILLATED,band_aware,100,4,10,3,3,1,true,false,5851.8123378
OSCILLATED,band_aware,100,5,10,3,3,1,true,false,5851.8123378
OSCILLATED,band_aware,100,6,10,3,3,1,true,false,5851.8123378
OSCILLATED,band_aware,100,7,10,3,3,1,true,false,5851.8123378
OSCILLATED,band_aware,100,8,10,3,3,1,true,false,5851.8123378
OSCILLATED,confidence_aware,100,4,10,3,2,0.6666666666666666,true,false,5851.8123378
OSCILLATED,confidence_aware,100,5,10,3,3,1,true,false,5851.8123378
OSCILLATED,confidence_aware,100,6,10,3,3,1,true,false,5851.8123378
OSCILLATED,confidence_aware,100,7,10,3,3,1,true,false,5851.8123378
OSCILLATED,confidence_aware,100,8,10,3,3,1,true,false,5851.8123378
OSCILLATED,hybrid_regular_cheap,100,4,10,3,2,0.6666666666666666,true,false,5851.8123378
OSCILLATED,hybrid_regular_cheap,100,5,10,3,3,1,true,false,5851.8123378
OSCILLATED,hybrid_regular_cheap,100,6,10,3,3,1,true,false,5851.8123378
OSCILLATED,hybrid_regular_cheap,100,7,10,3,3,1,true,false,5851.8123378
OSCILLATED,hybrid_regular_cheap,100,8,10,3,3,1,true,false,5851.8123378
OSCILLATED,low_mean,150,4,10,3,2,0.6666666666666666,false,false,8777.7185067
OSCILLATED,low_mean,150,5,10,3,3,1,true,false,8777.7185067
OSCILLATED,low_mean,150,6,10,3,3,1,true,false,8777.7185067
OSCILLATED,low_mean,150,7,10,3,3,1,true,false,8777.7185067
OSCILLATED,low_mean,150,8,10,3,3,1,true,false,8777.7185067
OSCILLATED,low_median,150,4,10,3,0,0,false,true,8777.7185067
OSCILLATED,low_median,150,5,10,3,1,0.3333333333333333,false,false,8777.7185067
OSCILLATED,low_median,150,6,10,3,1,0.3333333333333333,false,false,8777.7185067
OSCILLATED,low_median,150,7,10,3,2,0.6666666666666666,false,false,8777.7185067
OSCILLATED,low_median,150,8,10,3,3,1,true,false,8777.7185067
OSCILLATED,low_gold,150,4,10,3,2,0.6666666666666666,true,false,8777.7185067
OSCILLATED,low_gold,150,5,10,3,2,0.6666666666666666,true,false,8777.7185067
OSCILLATED,low_gold,150,6,10,3,3,1,true,false,8777.7185067
OSCILLATED,low_gold,150,7,10,3,3,1,true,false,8777.7185067
OSCILLATED,low_gold,150,8,10,3,3,1,true,false,8777.7185067
OSCILLATED,band_aware,150,4,10,3,2,0.6666666666666666,false,false,8777.7185067
OSCILLATED,band_aware,150,5,10,3,3,1,true,false,8777.7185067
OSCILLATED,band_aware,150,6,10,3,3,1,true,false,8777.7185067
OSCILLATED,band_aware,150,7,10,3,3,1,true,false,8777.7185067
OSCILLATED,band_aware,150,8,10,3,3,1,true,false,8777.7185067
OSCILLATED,confidence_aware,150,4,10,3,2,0.6666666666666666,false,false,8777.7185067
OSCILLATED,confidence_aware,150,5,10,3,3,1,true,false,8777.7185067
OSCILLATED,confidence_aware,150,6,10,3,3,1,true,false,8777.7185067
OSCILLATED,confidence_aware,150,7,10,3,3,1,true,false,8777.7185067
OSCILLATED,confidence_aware,150,8,10,3,3,1,true,false,8777.7185067
OSCILLATED,hybrid_regular_cheap,150,4,10,3,2,0.6666666666666666,false,false,8777.7185067
OSCILLATED,hybrid_regular_cheap,150,5,10,3,3,1,true,false,8777.7185067
OSCILLATED,hybrid_regular_cheap,150,6,10,3,3,1,true,false,8777.7185067
OSCILLATED,hybrid_regular_cheap,150,7,10,3,3,1,true,false,8777.7185067
OSCILLATED,hybrid_regular_cheap,150,8,10,3,3,1,true,false,8777.7185067
OSCILLATED,low_mean,250,4,10,3,2,0.6666666666666666,false,false,14629.5308445
OSCILLATED,low_mean,250,5,10,3,2,0.6666666666666666,false,false,14629.5308445
OSCILLATED,low_mean,250,6,10,3,2,0.6666666666666666,false,false,14629.5308445
OSCILLATED,low_mean,250,7,10,3,2,0.6666666666666666,false,false,14629.5308445
OSCILLATED,low_mean,250,8,10,3,3,1,true,false,14629.5308445
OSCILLATED,low_median,250,4,10,3,2,0.6666666666666666,false,false,14629.5308445
OSCILLATED,low_median,250,5,10,3,2,0.6666666666666666,false,false,14629.5308445
OSCILLATED,low_median,250,6,10,3,2,0.6666666666666666,false,false,14629.5308445
OSCILLATED,low_median,250,7,10,3,2,0.6666666666666666,false,false,14629.5308445
OSCILLATED,low_median,250,8,10,3,2,0.6666666666666666,false,false,14629.5308445
OSCILLATED,low_gold,250,4,10,3,3,1,true,false,14629.5308445
OSCILLATED,low_gold,250,5,10,3,3,1,true,false,14629.5308445
OSCILLATED,low_gold,250,6,10,3,3,1,true,false,14629.5308445
OSCILLATED,low_gold,250,7,10,3,3,1,true,false,14629.5308445
OSCILLATED,low_gold,250,8,10,3,3,1,true,false,14629.5308445
OSCILLATED,band_aware,250,4,10,3,2,0.6666666666666666,false,false,14629.5308445
OSCILLATED,band_aware,250,5,10,3,2,0.6666666666666666,false,false,14629.5308445
OSCILLATED,band_aware,250,6,10,3,2,0.6666666666666666,false,false,14629.5308445
OSCILLATED,band_aware,250,7,10,3,2,0.6666666666666666,false,false,14629.5308445
